,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5
17817,17.499,53.67,1113,400,12905,19450,938.739,1.88,1.96,12.96,2.02,0.046
60433,12.217,43.48,0,400,13299,21222,937.481,1.89,1.96,13.01,2.028,0.046
41694,26.99,47.61,1094,400,12896,19464,938.76,2.05,2.13,14.11,2.2,0.05
29885,22.43,48.37,23,400,13253,20198,939.687,2.31,2.4,15.88,2.477,0.056
49870,24.9,51.42,1350,432,12976,19379,938.854,2.3,2.39,15.81,2.466,0.056
15606,12.052,49.87,1130,414,12875,19431,938.817,1.74,1.81,11.96,1.865,0.042
11436,11.172,48.82,1065,637,12796,19458,939.086,2.11,2.19,14.49,2.259,0.051
59400,5.649,42.91,179,476,12749,20533,937.308,1.96,2.04,13.52,2.108,0.048
16384,12.602,51.23,1105,400,12898,19452,938.758,1.85,1.92,12.75,1.988,0.045
48213,24.34,54.21,1389,415,12970,19382,938.7,1.94,2.02,13.38,2.087,0.047
10099,-2.261,56.71,824,686,12782,19522,939.141,2.29,2.38,15.75,2.456,0.055
15041,13.065,52.04,1140,447,12868,19452,938.813,1.84,1.91,12.66,1.975,0.045
27634,18.13,52.56,67,400,13197,20104,939.648,1.27,1.32,8.74,1.363,0.031
43224,24.59,53.35,1174,405,12907,19432,938.695,1.69,1.75,11.6,1.809,0.041
59465,8.813,46.38,174,449,12766,20546,937.308,1.63,1.69,11.2,1.747,0.039
54742,25.74,42.58,0,400,13322,21310,937.412,1.85,1.92,12.73,1.986,0.045
12758,20.701,51.15,1109,558,12830,19446,938.956,1.68,1.75,11.59,1.808,0.041
37120,26.36,49.68,1053,572,12832,19471,939.035,1.85,1.92,12.73,1.986,0.045
53547,26.05,47.57,174,435,12770,20537,937.357,1.97,2.05,13.59,2.119,0.048
35911,24.18,52.97,1027,665,12792,19473,939.055,2.54,2.64,17.49,2.727,0.062
18386,19.7,47.43,1249,402,12903,19410,938.72,1.98,2.06,13.66,2.13,0.048
21082,1.666,47.61,1360,417,12947,19391,938.692,1.83,1.9,12.58,1.961,0.044
59866,20.85,42.63,160,410,12782,20558,937.372,1.73,1.8,11.93,1.86,0.042
3003,11.561,51.73,176,400,13143,19994,939.652,0.69,0.71,4.73,0.737,0.017
28616,22.52,51.68,331,400,13109,19885,939.66,1.35,1.4,9.26,1.445,0.033
1574,25.586,54.23,29,400,13104,19992,939.643,0.68,0.71,4.68,0.729,0.016
47509,26.77,48.45,1335,402,12966,19392,938.757,2.04,2.12,14.01,2.185,0.049
54548,28.57,40.96,12,400,12986,20710,937.439,1.98,2.06,13.65,2.129,0.048
20210,14.441,53.47,1124,400,12944,19449,938.736,1.99,2.07,13.69,2.134,0.048
20909,4.497,47.3,1341,415,12955,19406,938.695,1.94,2.01,13.33,2.078,0.047
34125,18.61,56.43,371,400,13045,19887,939.267,0.35,0.36,2.38,0.371,0.008
30170,22.08,49.22,29,400,13248,20187,939.692,2.59,2.69,17.85,2.784,0.063
53984,25.7,49.19,173,436,12771,20545,937.419,1.42,1.48,9.77,1.524,0.034
9889,-3.499,51.55,760,794,12731,19544,939.157,3.08,3.2,21.19,3.304,0.075
4107,-1.594,47.33,126,400,13219,20087,939.613,1.89,1.96,12.98,2.024,0.046
61390,19.432,22.13,29528,707,12655,18800,936.921,1.01,1.05,6.96,1.086,0.025
4828,-7.503,48.14,31,400,13251,20177,939.683,2.37,2.46,16.32,2.546,0.057
59709,18.855,47.57,177,431,12761,20537,937.413,1.38,1.44,9.52,1.485,0.034
25646,14.77,49.99,1,400,12886,19845,939.805,0.3,0.31,2.07,0.323,0.007
59700,18.605,43.11,186,467,12759,20532,937.41,1.61,1.67,11.1,1.73,0.039
24301,-7.161,54.0,1218,400,13010,19414,938.79,1.82,1.89,12.5,1.95,0.044
60930,16.565,60.76,2492,400,13353,19994,936.924,1.01,1.05,6.96,1.086,0.025
20824,5.856,51.12,1264,400,12964,19420,938.7,2.13,2.21,14.64,2.283,0.052
60461,12.087,38.65,0,400,13324,21304,937.472,1.84,1.92,12.69,1.979,0.045
38173,24.93,51.36,1153,546,12833,19436,938.891,1.81,1.88,12.48,1.946,0.044
35471,25.75,49.65,894,673,12790,19512,939.12,2.06,2.14,14.16,2.208,0.05
20370,12.474,47.28,1249,400,12954,19420,938.759,2.12,2.2,14.56,2.27,0.051
32763,20.7,51.0,276,400,13124,19979,939.432,0.51,0.53,3.49,0.545,0.012
52787,27.88,45.7,83,400,12801,20643,937.412,1.81,1.88,12.45,1.941,0.044
50010,22.93,53.77,30,4844,12224,19658,931.222,99.61,117.92,649.31,124.169,16.425
14320,16.135,51.77,1130,479,12847,19445,938.923,1.84,1.91,12.63,1.97,0.044
41857,26.19,52.16,1036,400,12907,19467,938.748,1.67,1.74,11.52,1.796,0.041
6541,-6.89,54.69,175,400,13168,20087,939.619,0.62,0.64,4.25,0.663,0.015
803,26.805,57.57,0,400,12985,19920,939.793,0.17,0.18,1.16,0.181,0.004
19516,19.814,48.15,1174,403,12924,19418,938.688,1.71,1.78,11.78,1.837,0.041
16093,12.166,48.24,1138,400,12883,19443,938.745,2.13,2.21,14.65,2.285,0.052
54554,28.65,40.25,0,400,13012,20817,937.45,2.25,2.34,15.5,2.418,0.055
17571,16.446,53.41,1147,408,12901,19441,938.735,1.53,1.59,10.53,1.643,0.037
36552,24.82,50.61,1138,646,12794,19443,939.049,2.52,2.62,17.34,2.704,0.061
9918,-3.351,57.91,687,712,12776,19580,939.151,2.39,2.48,16.42,2.561,0.058
44603,24.58,53.4,1253,411,12920,19414,938.703,1.67,1.73,11.49,1.792,0.04
56295,55.94,18.87,60000,8308,11452,16200,936.798,12833.45,38900.05,24090.66,44350.516,25128.328
2394,18.706,49.4,41,400,13193,20117,939.605,0.87,0.9,5.96,0.93,0.021
5528,-9.274,51.0,2,400,13268,20254,939.744,2.6,2.7,17.91,2.793,0.063
25961,13.12,57.13,13,400,13021,19927,939.74,0.14,0.15,0.99,0.154,0.003
20401,12.067,53.83,1189,400,12963,19421,938.746,2.18,2.26,14.98,2.336,0.053
15832,12.002,53.27,1136,416,12877,19446,938.809,1.74,1.8,11.95,1.864,0.042
19714,18.813,49.84,1224,421,12917,19419,938.696,1.77,1.84,12.16,1.896,0.043
60356,12.892,39.7,0,400,13051,20913,937.448,1.79,1.86,12.34,1.924,0.043
30223,21.8,50.84,0,400,13271,20234,939.735,2.47,2.57,17.02,2.654,0.06
27448,18.21,51.19,25,400,13209,20140,939.625,1.17,1.21,8.03,1.253,0.028
38495,25.7,53.36,1023,490,12863,19468,938.852,1.86,1.93,12.8,1.997,0.045
36480,26.72,47.53,1073,626,12807,19459,939.097,2.36,2.45,16.24,2.533,0.057
61904,-10.622,23.85,60000,15885,11088,16200,936.872,8152.43,9863.6,52608.63,10416.285,1550.289
45868,24.45,53.44,1331,419,12948,19391,938.706,2.1,2.18,14.47,2.257,0.051
61820,-4.823,28.01,60000,8437,11441,16751,936.875,2978.8,3094.86,20501.87,3197.023,72.209
15242,12.55,52.79,1013,406,12892,19479,938.817,1.95,2.03,13.42,2.092,0.047
4305,-3.547,52.55,116,400,13215,20098,939.655,1.82,1.89,12.53,1.954,0.044
23278,-21.8,54.14,1398,411,12968,19381,938.716,1.84,1.91,12.64,1.971,0.045
16842,13.749,52.54,1124,400,12892,19453,938.754,1.55,1.61,10.64,1.659,0.037
50728,37.99,15.09,0,1016,13081,20709,930.933,1.02,1.06,7.03,1.096,0.025
8913,-5.188,55.65,368,400,13058,19887,939.268,0.41,0.43,2.84,0.443,0.01
59502,10.607,42.91,170,423,12770,20549,937.328,1.81,1.88,12.46,1.943,0.044
5348,-9.194,50.61,6,400,13273,20234,939.719,2.5,2.6,17.24,2.688,0.061
27034,17.37,50.97,48,400,13131,20003,939.64,0.89,0.93,6.15,0.96,0.022
23037,-21.941,54.08,1383,412,12967,19386,938.717,1.84,1.91,12.68,1.977,0.045
54762,25.05,44.75,0,400,13276,21171,937.442,1.89,1.97,13.03,2.032,0.046
27300,19.64,50.52,19,400,13209,20141,939.634,1.18,1.23,8.14,1.269,0.029
60264,14.335,49.44,251,458,12752,20465,937.467,1.78,1.85,12.24,1.909,0.043
1489,26.016,49.92,9,400,13115,20018,939.713,0.59,0.61,4.04,0.63,0.014
13623,19.392,51.67,1023,479,12853,19460,938.876,1.62,1.69,11.18,1.744,0.039
3929,0.321,46.75,166,400,13209,20049,939.651,2.26,2.35,15.56,2.427,0.055
42558,24.72,52.81,1138,402,12896,19438,938.728,1.42,1.47,9.76,1.522,0.034
38177,24.8,52.12,1132,538,12837,19455,938.874,1.79,1.86,12.3,1.918,0.043
5815,-8.991,55.79,30,400,13248,20224,939.67,2.46,2.56,16.93,2.639,0.06
52402,26.58,45.36,75,400,12782,20653,937.467,2.06,2.14,14.15,2.206,0.05
40797,27.05,47.39,1117,408,12889,19454,938.809,1.73,1.79,11.89,1.854,0.042
53096,28.48,42.4,126,400,12790,20599,937.351,1.77,1.84,12.2,1.903,0.043
58669,-4.08,41.43,100,402,12786,20623,937.402,1.82,1.89,12.54,1.955,0.044
33074,18.43,56.13,311,400,13103,19947,939.383,0.28,0.29,1.95,0.304,0.007
24778,9.404,54.34,1321,413,12990,19390,938.848,1.68,1.75,11.59,1.808,0.041
60107,17.638,42.62,187,429,12775,20520,937.38,1.8,1.87,12.38,1.931,0.044
18956,20.784,53.71,1203,413,12913,19427,938.69,1.59,1.65,10.95,1.707,0.039
7229,-4.698,52.23,271,400,13119,20001,939.518,0.48,0.5,3.29,0.514,0.012
29093,22.3,47.87,119,400,13229,20102,939.609,1.99,2.07,13.71,2.139,0.048
34220,21.23,57.78,494,607,12834,19761,939.242,2.0,2.08,13.78,2.15,0.049
54347,27.81,46.97,191,404,12781,20539,937.371,1.68,1.75,11.58,1.805,0.041
42041,26.54,49.63,1147,400,12900,19447,938.794,2.11,2.19,14.51,2.263,0.051
22916,-21.632,54.03,1398,418,12962,19378,938.755,1.66,1.72,11.4,1.777,0.04
61175,20.432,28.81,3386,400,13100,19763,936.875,0.72,0.74,4.93,0.769,0.017
9951,-3.174,52.8,793,768,12754,19542,939.123,2.33,2.43,16.07,2.506,0.057
19312,20.46,53.61,1243,401,12918,19432,938.689,1.67,1.74,11.51,1.795,0.041
33611,20.92,50.64,336,400,13095,19930,939.325,0.36,0.38,2.5,0.389,0.009
16284,12.424,47.44,1136,400,12886,19443,938.787,1.8,1.87,12.4,1.934,0.044
35409,25.61,49.85,906,678,12788,19511,939.092,1.93,2.0,13.25,2.066,0.047
48193,24.79,52.29,1408,424,12965,19373,938.72,1.7,1.76,11.68,1.821,0.041
26904,19.3,47.35,65,400,13119,19981,939.612,0.6,0.63,4.15,0.646,0.015
27342,17.64,53.37,18,400,13204,20144,939.566,1.03,1.07,7.1,1.106,0.025
37576,24.78,52.04,1044,578,12821,19460,939.01,1.85,1.92,12.7,1.981,0.045
45354,26.88,47.85,1277,400,12961,19432,938.751,1.95,2.03,13.44,2.096,0.047
12385,19.428,46.98,1097,577,12827,19454,938.969,1.94,2.01,13.34,2.081,0.047
24743,7.942,48.02,1308,405,12999,19400,938.824,1.82,1.89,12.52,1.952,0.044
14200,16.735,51.73,1103,483,12854,19454,938.906,1.98,2.06,13.66,2.13,0.048
40951,24.48,53.57,1132,407,12873,19449,938.791,1.72,1.79,11.86,1.849,0.042
29918,21.5,53.78,18,400,13252,20193,939.662,2.25,2.33,15.46,2.41,0.054
62583,10.035,16.52,885,400,13676,20454,936.66,0.74,0.77,5.08,0.792,0.018
61732,1.544,28.22,37347,684,12669,18718,936.812,25.57,26.57,176.0,27.445,0.62
25047,10.8,56.6,11,404,12513,19591,939.707,0.01,0.03,0.01,0.036,0.022
59143,-3.812,42.16,127,413,12792,20603,937.319,1.99,2.07,13.68,2.134,0.048
12896,20.84,53.13,1126,559,12836,19453,938.919,2.27,2.36,15.63,2.437,0.055
58899,-5.068,42.57,128,400,12789,20595,937.348,1.59,1.66,10.98,1.711,0.039
11762,14.571,52.91,1009,594,12820,19471,939.081,1.99,2.06,13.68,2.133,0.048
57619,9.231,46.53,68,442,12779,20686,937.543,2.14,2.22,14.73,2.297,0.052
44044,27.14,47.38,1241,403,12918,19420,938.718,1.64,1.7,11.27,1.758,0.04
41228,25.3,49.52,1212,429,12868,19425,938.771,1.65,1.72,11.38,1.775,0.04
12570,20.234,46.85,1051,547,12835,19465,938.976,1.79,1.86,12.34,1.925,0.043
39173,26.95,47.43,1061,470,12861,19466,938.909,1.53,1.59,10.51,1.639,0.037
61570,12.286,16.15,347,400,13466,20811,936.82,1.12,1.16,7.69,1.199,0.027
16028,12.104,49.14,1161,409,12877,19436,938.798,1.96,2.03,13.48,2.101,0.047
59453,8.227,42.1,162,429,12773,20555,937.315,1.8,1.87,12.37,1.929,0.044
55196,31.98,54.27,2704,400,13309,19941,936.933,0.8,0.84,5.53,0.863,0.019
49269,24.99,50.21,1276,400,13003,19405,938.788,2.27,2.36,15.62,2.436,0.055
42672,24.98,51.58,1141,400,12906,19440,938.693,1.47,1.53,10.11,1.576,0.036
6165,-8.144,54.61,160,400,13182,20106,939.675,1.15,1.2,7.94,1.239,0.028
53321,25.74,48.16,140,406,12785,20582,937.343,1.73,1.8,11.92,1.858,0.042
11987,16.639,52.79,1096,605,12820,19463,939.039,1.73,1.8,11.91,1.858,0.042
7912,-4.128,55.82,307,400,13105,19951,939.424,0.22,0.23,1.52,0.237,0.005
8550,-4.831,52.36,329,400,13096,19936,939.34,0.3,0.31,2.05,0.32,0.007
52583,26.43,45.79,84,406,12778,20638,937.459,1.74,1.81,11.96,1.865,0.042
15806,11.998,47.26,1163,406,12877,19438,938.797,1.68,1.75,11.58,1.806,0.041
44058,24.71,52.93,1191,400,12912,19426,938.705,1.91,1.99,13.17,2.054,0.046
842,26.905,55.13,20,400,12966,19889,939.778,0.17,0.18,1.17,0.182,0.004
5712,-9.144,50.1,22,400,13263,20233,939.682,2.11,2.19,14.5,2.262,0.051
53271,28.18,43.58,121,400,12795,20597,937.29,2.04,2.12,14.06,2.192,0.05
47812,26.84,48.19,1369,401,12970,19395,938.729,2.07,2.15,14.26,2.224,0.05
43474,24.43,53.87,1266,417,12914,19419,938.727,1.67,1.74,11.52,1.797,0.041
8194,-4.381,56.11,315,400,13106,19945,939.385,0.25,0.26,1.7,0.264,0.006
45488,25.19,49.46,1256,400,12948,19418,938.755,2.11,2.19,14.54,2.267,0.051
34363,19.65,65.11,639,561,12858,19622,939.203,2.4,2.49,16.52,2.576,0.058
17786,17.366,47.37,1128,413,12908,19456,938.728,2.1,2.18,14.42,2.249,0.051
50102,23.37,59.34,394,1416,12981,19568,931.23,12046.91,26516.15,47738.91,29672.891,13881.57
52852,28.33,42.93,102,400,12789,20609,937.415,1.88,1.95,12.94,2.017,0.046
16507,12.858,49.56,1168,400,12897,19444,938.749,1.65,1.71,11.33,1.766,0.04
9936,-3.256,51.11,772,743,12764,19551,939.119,2.47,2.56,16.98,2.648,0.06
59890,20.794,47.79,188,432,12762,20522,937.339,1.82,1.89,12.51,1.951,0.044
34144,20.23,55.61,355,400,13058,19905,939.261,0.3,0.31,2.08,0.325,0.007
38721,24.69,52.59,1164,511,12843,19438,938.903,1.86,1.94,12.83,2.0,0.045
1295,26.748,55.96,19,400,13078,19957,939.71,0.39,0.41,2.69,0.419,0.009
2672,15.571,46.63,74,400,13192,20091,939.655,0.95,0.99,6.53,1.019,0.023
34025,18.5,56.95,361,400,13054,19901,939.27,0.5,0.52,3.44,0.536,0.012
53259,25.78,48.04,126,408,12789,20592,937.337,1.75,1.81,12.02,1.875,0.042
52264,29.01,40.97,89,400,12786,20652,937.468,1.75,1.82,12.04,1.878,0.042
55011,26.71,42.43,168,400,13177,20989,937.015,1.9,1.97,13.05,2.036,0.046
18844,20.706,51.45,1157,400,12932,19444,938.709,1.54,1.6,10.57,1.648,0.037
26533,17.68,51.89,7,400,13127,20025,939.67,0.65,0.68,4.48,0.698,0.016
24639,3.836,52.37,1253,401,12990,19409,938.82,2.32,2.41,15.98,2.492,0.056
15821,12.0,52.18,1164,417,12875,19443,938.822,1.56,1.62,10.72,1.672,0.038
930,27.06,51.05,3,400,13006,19926,939.749,0.23,0.24,1.58,0.247,0.006
50920,34.42,16.7,216,2289,12634,20404,930.897,1.76,1.83,12.14,1.892,0.043
38537,24.78,52.25,1195,528,12841,19434,938.852,2.16,2.24,14.84,2.314,0.052
33965,18.64,55.91,363,400,13061,19904,939.279,0.33,0.34,2.27,0.354,0.008
56948,23.371,43.37,68,438,12854,20737,937.559,2.32,2.41,15.97,2.491,0.056
55523,45.82,26.64,12649,515,12754,19156,936.882,0.99,1.03,6.85,1.068,0.024
28094,19.18,48.61,176,400,13144,19993,939.66,0.72,0.75,4.95,0.772,0.017
11832,15.245,48.22,1084,608,12817,19457,939.071,2.09,2.17,14.37,2.241,0.051
27705,18.03,52.98,85,400,13192,20091,939.667,1.05,1.09,7.21,1.124,0.025
38389,26.9,47.64,1182,534,12839,19433,938.898,1.69,1.75,11.61,1.811,0.041
6685,-6.38,49.34,208,400,13150,20058,939.588,0.75,0.78,5.17,0.807,0.018
43695,24.86,52.33,1233,406,12910,19425,938.707,1.91,1.98,13.12,2.045,0.046
22137,-14.833,54.05,1373,402,12961,19392,938.722,1.87,1.94,12.85,2.004,0.045
28934,20.5,50.17,170,400,13217,20056,939.661,2.1,2.18,14.46,2.256,0.051
7703,-4.084,56.81,271,400,13130,19997,939.44,0.38,0.39,2.6,0.405,0.009
13995,17.747,47.7,1061,485,12860,19458,938.918,1.61,1.67,11.05,1.724,0.039
58081,-8.951,42.64,121,428,12770,20615,937.461,1.93,2.0,13.26,2.068,0.047
53376,25.82,47.89,151,422,12779,20558,937.325,1.92,1.99,13.19,2.057,0.046
23715,-18.602,48.54,1341,400,12986,19397,938.708,1.81,1.88,12.46,1.943,0.044
31277,19.39,54.3,175,400,13168,20086,939.641,0.99,1.03,6.84,1.066,0.024
15697,12.009,51.09,1205,426,12869,19436,938.79,2.08,2.17,14.35,2.237,0.051
42893,26.95,47.81,1187,412,12908,19436,938.703,1.8,1.87,12.38,1.93,0.044
18432,19.842,48.51,1203,400,12912,19425,938.714,1.68,1.75,11.57,1.804,0.041
12319,19.058,47.36,1019,562,12834,19472,938.996,2.1,2.18,14.43,2.25,0.051
57538,13.593,40.03,50,437,12802,20708,937.501,2.11,2.19,14.53,2.265,0.051
8565,-4.849,50.35,334,400,13100,19931,939.342,0.3,0.32,2.1,0.327,0.007
48121,26.98,47.76,1346,401,12977,19397,938.713,1.57,1.63,10.81,1.686,0.038
18655,20.411,53.62,1195,400,12912,19423,938.723,1.63,1.7,11.24,1.753,0.04
25840,12.84,56.11,4,400,12977,19905,939.776,0.2,0.21,1.37,0.214,0.005
20078,15.875,51.9,1224,413,12925,19415,938.737,1.35,1.4,9.28,1.447,0.033
52827,26.18,46.71,113,417,12778,20610,937.385,1.91,1.99,13.17,2.053,0.046
45843,27.05,47.18,1287,400,12955,19402,938.701,1.82,1.89,12.55,1.957,0.044
11708,14.036,49.25,998,602,12817,19482,939.068,2.47,2.57,17.0,2.651,0.06
7808,-4.087,56.55,306,400,13109,19961,939.4,0.25,0.26,1.73,0.27,0.006
24420,-3.685,54.18,1354,422,12979,19388,938.807,1.9,1.97,13.06,2.037,0.046
5013,-8.38,48.49,61,400,13230,20158,939.703,2.3,2.38,15.8,2.463,0.056
48631,24.34,54.18,1348,413,12975,19380,938.713,1.79,1.86,12.29,1.916,0.043
58834,-4.739,43.95,127,400,12797,20594,937.366,1.73,1.8,11.94,1.862,0.042
13263,20.5,51.63,1105,518,12851,19460,938.909,2.11,2.19,14.51,2.263,0.051
6558,-6.83,49.57,204,400,13158,20067,939.608,0.78,0.81,5.39,0.84,0.019
59403,5.794,45.41,161,447,12764,20558,937.296,2.02,2.1,13.88,2.164,0.049
27615,20.77,46.55,62,400,13211,20114,939.651,0.91,0.94,6.26,0.976,0.022
32639,18.31,56.59,281,400,13123,19985,939.437,0.36,0.37,2.45,0.383,0.009
40335,24.85,52.05,1161,435,12866,19437,938.829,2.06,2.14,14.15,2.207,0.05
14614,14.721,49.33,1201,488,12851,19432,938.878,1.96,2.03,13.47,2.101,0.047
41710,25.09,50.77,1157,400,12889,19438,938.771,1.71,1.78,11.8,1.841,0.042
58618,-4.175,41.03,88,400,12788,20635,937.399,1.8,1.87,12.38,1.931,0.044
31316,21.66,49.12,176,400,13170,20092,939.636,0.79,0.83,5.47,0.853,0.019
51735,28.11,40.03,81,415,12815,20686,937.522,2.31,2.4,15.93,2.484,0.056
60729,13.406,45.37,0,400,13311,21173,937.343,1.59,1.65,10.94,1.706,0.039
58175,-9.241,42.94,72,400,12794,20648,937.487,1.75,1.82,12.05,1.879,0.042
52150,29.2,40.64,74,400,12792,20675,937.542,1.99,2.07,13.69,2.135,0.048
32387,21.02,49.8,261,400,13130,20012,939.493,0.52,0.54,3.55,0.554,0.013
36910,24.93,50.44,1147,618,12806,19444,939.02,2.3,2.39,15.81,2.466,0.056
22630,-20.013,49.15,1293,400,12978,19411,938.764,1.97,2.05,13.55,2.113,0.048
59533,12.075,48.1,152,431,12773,20574,937.366,1.78,1.85,12.28,1.916,0.043
50352,37.41,19.04,571,14404,11808,19418,930.931,35.02,36.38,241.02,37.584,0.849
43559,27.05,47.5,1207,400,12917,19432,938.73,1.57,1.63,10.81,1.685,0.038
26839,19.03,48.08,55,400,13123,19997,939.592,0.58,0.6,3.96,0.618,0.014
8239,-4.434,51.86,335,400,13095,19929,939.414,0.28,0.29,1.94,0.302,0.007
16089,12.162,48.91,1163,404,12879,19437,938.757,2.06,2.14,14.17,2.21,0.05
3834,1.395,52.2,170,400,13200,20039,939.662,2.3,2.39,15.84,2.471,0.056
26594,18.03,51.05,0,400,13150,20055,939.608,0.5,0.52,3.44,0.537,0.012
44830,25.05,51.03,1256,424,12920,19420,938.718,1.76,1.83,12.14,1.893,0.043
42325,24.54,53.4,1143,400,12903,19440,938.751,1.79,1.86,12.3,1.918,0.043
6653,-6.493,55.75,208,400,13149,20061,939.604,0.6,0.62,4.1,0.64,0.014
26194,16.66,50.5,18,400,13062,19943,939.744,0.49,0.51,3.38,0.527,0.012
6418,-7.321,55.75,187,400,13159,20080,939.615,0.8,0.84,5.53,0.863,0.019
25770,13.32,50.75,19,400,12940,19877,939.753,0.27,0.28,1.83,0.285,0.006
50562,38.61,15.19,0,3065,12578,20218,930.901,0.98,1.02,6.78,1.057,0.024
22896,-21.558,51.2,1367,421,12965,19380,938.722,1.84,1.91,12.67,1.976,0.045
54053,28.35,43.82,180,420,12776,20546,937.413,1.65,1.71,11.33,1.767,0.04
35875,25.7,51.44,929,639,12803,19493,939.066,2.5,2.59,17.19,2.68,0.061
53499,25.72,48.56,170,435,12772,20561,937.325,1.92,2.0,13.23,2.063,0.047
6166,-8.141,54.75,157,400,13175,20098,939.673,1.14,1.19,7.87,1.227,0.028
19997,16.661,48.15,1189,400,12932,19434,938.714,1.85,1.92,12.72,1.983,0.045
35496,23.52,54.64,898,685,12784,19507,939.124,1.68,1.74,11.55,1.8,0.041
34466,20.88,59.48,666,635,12819,19586,939.203,2.45,2.54,16.83,2.624,0.059
13449,20.005,48.57,1151,520,12843,19441,938.873,1.75,1.82,12.04,1.877,0.042
1118,27.083,54.15,19,400,13039,19926,939.756,0.31,0.32,2.1,0.328,0.007
23688,-18.921,53.62,1356,400,12976,19388,938.698,1.83,1.9,12.57,1.96,0.044
50001,20.57,42.34,0,3388,12457,19744,931.208,1.57,1.97,10.01,2.084,0.357
31723,21.01,51.07,206,400,13151,20057,939.592,0.62,0.64,4.24,0.66,0.015
54239,28.63,42.91,192,415,12773,20527,937.34,1.81,1.88,12.47,1.945,0.044
23454,-20.998,54.0,1417,413,12964,19377,938.694,1.72,1.79,11.86,1.85,0.042
61445,17.963,20.34,44949,878,12564,18559,936.894,0.76,0.79,5.25,0.818,0.018
14180,16.835,47.37,1055,462,12861,19467,938.902,1.51,1.57,10.42,1.625,0.037
52868,28.9,41.29,94,400,12792,20625,937.434,1.73,1.8,11.93,1.86,0.042
11256,9.177,47.65,1053,641,12805,19470,939.092,2.4,2.49,16.49,2.571,0.058
50932,36.32,15.44,87,1164,12964,20529,930.918,1.32,1.37,9.07,1.415,0.032
41923,26.65,48.97,1130,400,12900,19448,938.761,1.62,1.68,11.16,1.74,0.039
10513,1.183,55.37,910,684,12790,19501,939.102,2.14,2.23,14.74,2.299,0.052
39957,27.02,47.43,1071,435,12871,19469,938.838,2.07,2.16,14.28,2.227,0.05
11013,6.452,48.48,973,637,12802,19483,939.072,2.16,2.25,14.89,2.323,0.052
57819,-1.105,41.69,66,400,12795,20682,937.554,1.91,1.98,13.12,2.046,0.046
45153,24.44,53.35,1092,400,12989,19449,938.732,1.76,1.83,12.15,1.894,0.043
54577,25.47,44.86,0,400,13193,21102,937.436,2.02,2.1,13.9,2.168,0.049
22275,-16.538,48.42,1387,407,12962,19392,938.71,1.94,2.02,13.37,2.085,0.047
59437,7.445,43.71,167,428,12772,20559,937.327,1.81,1.88,12.48,1.947,0.044
13586,19.533,46.98,1109,511,12848,19451,938.879,2.0,2.07,13.74,2.142,0.048
60211,15.398,47.09,192,411,12775,20524,937.414,1.28,1.33,8.81,1.374,0.031
12214,18.389,49.26,1092,603,12814,19460,939.03,2.28,2.37,15.73,2.452,0.055
22429,-18.221,53.61,1360,417,12961,19387,938.743,1.64,1.71,11.3,1.762,0.04
10351,-0.299,50.54,896,680,12784,19504,939.095,2.42,2.52,16.66,2.599,0.059
61927,-12.099,24.9,60000,18006,10990,15974,936.806,10742.09,19332.39,53401.72,21302.23,8192.641
24590,2.023,53.79,1320,415,12994,19387,938.811,1.94,2.01,13.32,2.078,0.047
4613,-6.117,53.57,28,400,13260,20193,939.67,2.36,2.45,16.26,2.535,0.057
31454,19.3,54.08,198,400,13150,20063,939.617,1.12,1.16,7.7,1.201,0.027
50620,38.39,15.43,0,1296,12942,20563,930.946,0.87,0.91,6.01,0.937,0.021
49653,24.28,54.32,1325,409,12984,19394,938.818,2.09,2.17,14.37,2.241,0.051
29957,20.08,53.19,46,400,13238,20167,939.7,2.34,2.43,16.09,2.509,0.057
21504,-5.344,47.68,1348,404,12957,19398,938.726,1.81,1.88,12.45,1.941,0.044
56645,53.09,12.65,2363,400,13598,20077,936.673,0.9,0.93,6.18,0.964,0.022
31120,21.33,51.93,138,400,13190,20128,939.69,0.96,1.0,6.6,1.03,0.023
15879,12.014,51.71,1138,419,12873,19442,938.804,1.83,1.9,12.56,1.959,0.044
39108,26.85,47.83,1126,479,12852,19447,938.901,1.64,1.7,11.29,1.761,0.04
27985,18.61,50.96,181,400,13143,19996,939.655,0.85,0.88,5.86,0.914,0.021
59442,7.689,42.89,155,428,12773,20557,937.323,1.78,1.85,12.23,1.907,0.043
36836,26.83,47.34,1069,595,12815,19464,939.048,2.0,2.08,13.77,2.147,0.048
10134,-2.017,54.26,963,746,12761,19487,939.103,2.36,2.45,16.24,2.533,0.057
55372,42.33,33.14,11650,470,12779,19227,936.903,0.41,0.43,2.85,0.445,0.01
21095,1.45,50.38,1343,415,12944,19386,938.683,1.66,1.72,11.4,1.777,0.04
49691,24.86,51.78,1348,419,12986,19386,938.808,1.86,1.93,12.77,1.991,0.045
4377,-4.203,54.02,111,400,13223,20108,939.642,2.28,2.37,15.68,2.445,0.055
42693,24.41,53.85,1115,401,12903,19445,938.725,1.57,1.63,10.8,1.684,0.038
32404,18.61,55.22,263,400,13124,20008,939.503,0.53,0.56,3.68,0.574,0.013
4461,-4.927,48.08,48,400,13255,20163,939.657,2.56,2.66,17.64,2.75,0.062
